id,handle,created_at,text
1514966576763711496,HowdyDuda,2022-04-15 13:59:13+00:00,Clutching a coffee cup like it is my only tether to this plane of existence
1514966248982941698,carolmazzolli,2022-04-15 13:57:55+00:00,"@MMCrypto For me, Bitcoin is a way to financial independence. And Tether is the ladder to it."
1514966104485076992,Outdoorsy_Chris,2022-04-15 13:57:20+00:00,"@hutson_nigel @g2oop The wife says I could not be a warden, as I’d fall out with everyone. You must have a long tether ;)"
1514965909215059968,RonBrungSun,2022-04-15 13:56:34+00:00,"@SeekingTruthQ45 @speakernikesa At this point, financially or twitter need but I think it’s mostly about tether"
1514965522038857749,xbtsdex,2022-04-15 13:55:01+00:00,"SMARTHOLDER #STAKING Regular Payments Reports for the period from April 1 to April 15, 2022, https://t.co/s95hCkDPni 
✅Payments on the 1st &amp; 15th of the month

FAQ https://t.co/YT9V7lMUDa

#xbtsdex #bitshares #crosschain #USDT #STH #Tether #Rewards $STH #Blockchain #dpos #crypto https://t.co/RHFqn6Nx7o"
1514965115812126724,TopPaidSignals,2022-04-15 13:53:24+00:00,"#talks

💨woods
woods:
Rune is interesting here, holding h1 demand w/ HL directly under h4 supply and resistance… two possible scenarios.
Telegram Channel = Crypto Robot Signals
#Tether  #USDT #Dogecoin  #DOGE #Syscoin  #SYS #TerraUSD  #UST #Avalanche  #AVAX https://t.co/iL4kp9wzc0"
1514965111907176448,TopPaidSignals,2022-04-15 13:53:24+00:00,"#talks

💨woods
woods:
Rune is interesting here, holding h1 demand w/ HL directly under h4 supply and resistance… two possible scenarios.
Telegram Channel = Crypto Robot Signals
#Tether  #USDT #Dogecoin  #DOGE #Syscoin  #SYS #TerraUSD  #UST #Avalanche  #AVAX https://t.co/4DaYWE6wAv"
1514964283951652867,r_Schulman,2022-04-15 13:50:06+00:00,"Not only is @Gym_Trin such an incredibly talented gymnast BUT she’s a *remarkable* representative for @FloridaGators and a testament to the great things that can happen when you meaningfully tether together a world-class athletic + academic experience 🐊

① https://t.co/3gXJqdAmQ9"
1514963869357203465,russell_tether,2022-04-15 13:48:27+00:00,"What happened to the world's no 1 full back today @hullfcofficial ,fucking shit, up the fucking robinssss 🔴⚪"
1514963761974677517,steven_dimond,2022-04-15 13:48:02+00:00,"@NuclearBitcoinr @knmjohansson It happens like clockwork. You're in denial. If tether goes, 90% of bitcoin's liquidity vanishes in an instant."
1514963736829861890,korzhakov,2022-04-15 13:47:56+00:00,"Check out the report for the signal given based on this tweet.
Trading pair: $VTHO / $USDT
Exchange: #binance 

https://t.co/bCQ7g9Q3Yy

#VeThorToken #Tether https://t.co/8d9zEaJsm4"
1514963721227051014,korzhakov,2022-04-15 13:47:52+00:00,"Check out the report for the signal given based on this tweet.
Trading pair: $XDB / $USDT
Exchange: #kucoin 

https://t.co/auux3mcly4

#DigitalBits #Tether https://t.co/cQoKibHvQR"
