id,handle,created_at,text,cleaned_text
1514966582346330116,CryptronicBot,2022-04-15 13:59:14+00:00,"Coinbase Is Creating a Film Featuring Bored Ape Yacht Club Characters
https://t.co/3hCaqOCxCY
#Crypto #NFT $BNB $XRP #CryptoNews #PythonBot",coinbase creating film featuring bored ape yacht club characterscrypto nft bnb xrp cryptonews pythonbot
1514966576810053636,CryptoDevelop9,2022-04-15 13:59:13+00:00,"@GenuineGuy123 ☣️ SQUAD WAR ☣️ 

Squad War is the world's first Free-to-Play NFT multiplayer.
✅ Play to Earn
✅ KYC &amp; AUDIT  in progress
✅ Game beta version out soon
✅ Marketplace
✳️ NFT Farming
✳️ Battle Royal Events
Telegram : @squadwarofficial
Twitter :@squadwartoken
#SWT #BNB #P2E #717",genuineguy123 squad war squad war worlds first freetoplay nft multiplayer play earn kyc amp audit progress game beta version soon marketplace nft farming battle royal eventstelegram squadwarofficialtwitter squadwartokenswt bnb p2e 717
1514966573123084288,Olusegu592,2022-04-15 13:59:12+00:00,"@HighwaterKyle Maneki Inu is a DeFi on BSC.
Presale April 16 3pm UTC 
SC: 150BNB
HC:300BNB
🟢 1 Quadrillion supply
✅ 5% Buy/17% Sell Tax
🔥 Auto Deflationary,1% burn 
🤑 Auto Reward in $BUSD
TG: https://t.co/P5bgj1uBd6
Tw 
@Manekiinucoin
#ManekiInu #MINU #ManekiInuCoin #BSC #BSCgem #BNB $MINU",highwaterkyle maneki inu defi bscpresale april 16 3pm utc sc 150bnbhc300bnb 1 quadrillion supply 5 buy17 sell tax auto deflationary1 burn auto reward busdtg tw manekiinucoinmanekiinu minu manekiinucoin bsc bscgem bnb minu
1514966565388955649,FinezaAprilhok1,2022-04-15 13:59:10+00:00,@chitaglorya__ @bull_bnb @Luxy_io Done,chitaglorya__ bull_bnb luxy_io done
1514966541405671434,Olusegu592,2022-04-15 13:59:04+00:00,"@USAGIRL2022 @CoinMarketCap @CMCAlexandria @CryptoJelleNL @YousraAASheikh Maneki Inu is a DeFi on BSC.
Presale April 16 3pm UTC 
SC: 150BNB
HC:300BNB
🟢 1 Quadrillion supply
✅ 5% Buy/17% Sell Tax
🔥 Auto Deflationary,1% burn 
🤑 Auto Reward in $BUSD
TG: https://t.co/P5bgj1uBd6
Tw 
@Manekiinucoin
#ManekiInu #MINU #ManekiInuCoin #BSC #BSCgem #BNB $MINU",usagirl2022 coinmarketcap cmcalexandria cryptojellenl yousraaasheikh maneki inu defi bscpresale april 16 3pm utc sc 150bnbhc300bnb 1 quadrillion supply 5 buy17 sell tax auto deflationary1 burn auto reward busdtg tw manekiinucoinmanekiinu minu manekiinucoin bsc bscgem bnb minu
1514966533235441673,TorreTech,2022-04-15 13:59:02+00:00,"@BlueLotusDao @EnreachDAO @WEGROCoin @MonteCarloDEX Genesys Network and the entire Blue Lotus family invite @EnreachDAO @WEGROCoin &amp; @MonteCarloDEX to join #BlueLotusDao

For more information, you can DM us. Gladly, we will send you all the information

#WeBuildTheFuture
#GenesysNetwork #BlueLotus #BNB #blockchain #cryptocurrency",bluelotusdao enreachdao wegrocoin montecarlodex genesys network entire blue lotus family invite enreachdao wegrocoin amp montecarlodex join bluelotusdaofor information dm us gladly send informationwebuildthefuturegenesysnetwork bluelotus bnb blockchain cryptocurrency
1514966527526719491,MCStaker,2022-04-15 13:59:01+00:00,"🔥🔥1 MINUTE LEFT TO LAUNCH🔥🔥
🔥🔥1 MINUTE LEFT TO LAUNCH🔥🔥
🔥🔥1 MINUTE LEFT TO LAUNCH🔥🔥
🔥🔥1 MINUTE LEFT TO LAUNCH🔥🔥

#AVAX #FTM  #ONE #HarmonyONE #Harmony #crypto #avalanche #matic #bnb #bitcoin #ethereum #Doge #crypto #DeFi #cryptocurrecy #CryptoNews",1 minute left launch1 minute left launch1 minute left launch1 minute left launchavax ftm one harmonyone harmony crypto avalanche matic bnb bitcoin ethereum doge crypto defi cryptocurrecy cryptonews
1514966516504031232,Nawab32c,2022-04-15 13:58:58+00:00,"#BuyBBNToken #bbntoken #bbnt #invest #investing #crypto #FinancialFreedom #Cryptos #BinanceSmartChain #DeFi #Bscgem #altcoinseason #bnb This project has really very interesting be to be a very strong gathering an excellent team

https://t.co/5h95mTLLwG: https://t.co/AggdBn7IK9 https://t.co/lfIenTkpuZ",buybbntoken bbntoken bbnt invest investing crypto financialfreedom cryptos binancesmartchain defi bscgem altcoinseason bnb project really interesting strong gathering excellent team
1514966495406796801,Olusegu592,2022-04-15 13:58:53+00:00,"@raselhasan410 @GameFi_Official @kingdomquest_io @MdMaruf14063372 @laanik1 @june_tushar @aishihab792 @Thecryptomist Maneki Inu is a DeFi on BSC.
Presale April 16 3pm UTC 
SC: 150BNB
HC:300BNB
🟢 1 Quadrillion supply
✅ 5% Buy/17% Sell Tax
🔥 Auto Deflationary,1% burn 
🤑 Auto Reward in $BUSD
TG: https://t.co/P5bgj1uBd6
Tw 
@Manekiinucoin
#ManekiInu #MINU #ManekiInuCoin #BSC #BSCgem #BNB $MINU",raselhasan410 gamefi_official kingdomquest_io mdmaruf14063372 laanik1 june_tushar aishihab792 thecryptomist maneki inu defi bscpresale april 16 3pm utc sc 150bnbhc300bnb 1 quadrillion supply 5 buy17 sell tax auto deflationary1 burn auto reward busdtg tw manekiinucoinmanekiinu minu manekiinucoin bsc bscgem bnb minu
1514966480902930439,AdamLaw92066392,2022-04-15 13:58:50+00:00,$3500 #BNB #Giveaways Drop your #BSC wallet Follow usLike and Retweet Pin,3500 bnb giveaways drop bsc wallet follow uslike retweet pin
